show_id,type,title,country,date_added,release_year,rating,listed_in
s6406,Movie,Calico Critters: A Town of Dreams,,"November 1, 2018",2017,TV-Y,Children & Family Movies
s6407,Movie,Calico Critters: The Treasure of Calico Village,,"November 1, 2018",2017,TV-Y,Children & Family Movies
s6408,TV Show,Call Me Francis,Italy,"December 16, 2016",2016,TV-14,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
s6409,TV Show,Camelia la Texana,"Mexico, United States","February 1, 2017",2014,TV-14,"Crime TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s6410,Movie,Camera Store,United States,"August 20, 2017",2016,TV-MA,"Comedies, Dramas"
s6411,Movie,Camp Cool Kids,United States,"January 1, 2018",2017,TV-G,"Children & Family Movies, Comedies, Dramas"
s6412,TV Show,Camp X,Canada,"February 1, 2019",2014,TV-MA,Docuseries
s6413,Movie,Camp X-Ray,United States,"January 14, 2017",2014,R,"Dramas, Independent Movies"
s6414,TV Show,Can We Get Married?,South Korea,"May 22, 2017",2012,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s6415,Movie,Can't Hardly Wait,United States,"January 1, 2021",1998,PG-13,"Comedies, Romantic Movies"
s6416,Movie,Candyman,"United States, United Kingdom","October 1, 2019",1992,R,"Cult Movies, Horror Movies"
s6417,TV Show,Cannabis,France,"December 15, 2016",2016,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas"
s6418,Movie,Capital in the Twenty-First Century,"France, New Zealand","September 8, 2020",2019,TV-14,Documentaries
s6419,Movie,Cappuccino,India,"July 1, 2018",2017,TV-PG,"Comedies, Dramas, International Movies"
s6420,Movie,Cardboard Gangsters,Ireland,"September 15, 2018",2016,TV-MA,"Dramas, International Movies"
s6421,TV Show,Care Bears: Welcome to Care-a-Lot,United States,"August 2, 2019",2012,TV-Y,Kids' TV
s6422,Movie,Caregiver,Philippines,"March 5, 2019",2008,TV-14,"Dramas, International Movies"
s6423,Movie,Carol,"United Kingdom, United States, Australia","October 20, 2020",2015,R,"Dramas, LGBTQ Movies, Romantic Movies"
s6424,Movie,Carrie,United States,"June 1, 2019",1976,R,"Classic Movies, Cult Movies, Horror Movies"
s6425,Movie,Carriers,United States,"November 20, 2019",2009,PG-13,"Horror Movies, Sci-Fi & Fantasy, Thrillers"
s6426,Movie,Casa de mi Padre,"United States, Mexico","November 14, 2012",2012,R,Comedies
s6427,TV Show,Case Closed,Japan,"January 4, 2019",2015,TV-14,"Anime Series, Crime TV Shows, TV Thrillers"
s6428,Movie,Casino Royale,"United Kingdom, Czech Republic, United States, Germany, Bahamas","August 31, 2020",2006,PG-13,Action & Adventure
s6429,Movie,Casino Tycoon,Hong Kong,"August 1, 2018",1992,TV-MA,"Action & Adventure, Dramas, International Movies"
s6430,Movie,Casino Tycoon 2,Hong Kong,"August 16, 2018",1992,TV-MA,"Action & Adventure, Dramas, International Movies"
s6431,TV Show,Castle of Stars,,"September 7, 2018",2015,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies"
s6432,Movie,Cat on a Hot Tin Roof,United States,"November 1, 2019",1958,NR,"Classic Movies, Dramas"
s6433,Movie,Catching the Sun,"China, Germany, India, United States","April 22, 2016",2015,TV-14,Documentaries
s6434,Movie,Cats & Dogs: The Revenge of Kitty Galore,"United States, Australia","February 1, 2019",2010,PG,"Children & Family Movies, Comedies"
s6435,Movie,Catwalk: Tales from the Cat Show Circuit,Canada,"January 7, 2019",2018,TV-PG,"Documentaries, International Movies"
s6436,Movie,Cave,Norway,"June 15, 2017",2016,TV-MA,"Action & Adventure, International Movies, Thrillers"
s6437,Movie,Celluloid Man,India,"April 1, 2017",2012,TV-PG,"Documentaries, International Movies"
s6438,Movie,Center Stage,United States,"January 1, 2020",2000,PG-13,Dramas
s6439,Movie,Chaar Sahibzaade,India,"November 1, 2018",2014,TV-PG,"Dramas, Faith & Spirituality, International Movies"
s6440,Movie,Chal Dhar Pakad,India,"March 15, 2018",2010,TV-14,"Comedies, Dramas, International Movies"
s6441,Movie,Chal Mere Bhai,India,"December 31, 2019",2000,TV-14,"Comedies, International Movies, Romantic Movies"
s6442,Movie,Chalay Thay Saath,Pakistan,"May 15, 2018",2017,TV-14,"Comedies, Dramas, International Movies"
s6443,Movie,Chandani: The Daughter of the Elephant Whisperer,"Germany, Sri Lanka","March 1, 2017",2010,TV-G,"Documentaries, International Movies"
s6444,Movie,Change in the Air,United States,"March 1, 2020",2018,PG,Dramas
s6445,Movie,Chaotic Love Poems,Indonesia,"January 5, 2019",2016,TV-14,"Dramas, International Movies, Romantic Movies"
s6446,Movie,Chappaquiddick,"United States, Sweden","October 1, 2018",2017,PG-13,Dramas
s6447,Movie,Charlie and the Chocolate Factory,"United Kingdom, United States","January 1, 2020",2005,PG,"Children & Family Movies, Comedies"
s6448,Movie,Charlie's Angels: Full Throttle,United States,"October 1, 2019",2003,PG-13,"Action & Adventure, Comedies"
s6449,Movie,Charlotte's Web,United States,"November 23, 2019",1973,G,"Children & Family Movies, Classic Movies"
s6450,Movie,Chashme Buddoor,India,"May 1, 2017",2013,TV-PG,"Comedies, International Movies, Music & Musicals"
s6451,Movie,Chasing Amy,United States,"January 1, 2020",1997,R,"Comedies, Cult Movies, Dramas"
s6452,TV Show,Chasing Monsters,Canada," December 15, 2017",2016,TV-PG,"Docuseries, Reality TV, Science & Nature TV"
s6453,Movie,Chasing the Dragon,"Hong Kong, China","April 19, 2018",2017,TV-MA,"Action & Adventure, Dramas, International Movies"
s6454,Movie,Chasing Trane,United States,"November 13, 2017",2016,TV-PG,"Documentaries, Music & Musicals"
s6455,Movie,Chauthi Koot,"India, France","February 1, 2017",2015,TV-14,"Dramas, Independent Movies, International Movies"
s6456,TV Show,Cheapest Weddings,Australia,"December 1, 2017",2016,TV-14,"International TV Shows, Reality TV"
s6457,TV Show,Cheers,United States," July 1, 2017",1992,TV-PG,"Classic & Cult TV, TV Comedies"
s6458,TV Show,Chef & My Fridge,South Korea," August 4, 2017",2017,TV-PG,"International TV Shows, Korean TV Shows, Reality TV"
s6459,Movie,Chernobyl Diaries,United States,"August 1, 2018",2012,R,"Horror Movies, Thrillers"
s6460,TV Show,Chewin' the Fat,United Kingdom,"October 1, 2016",1999,TV-14,"British TV Shows, TV Comedies"
s6461,TV Show,Chewing Gum,United Kingdom," April 4, 2017",2017,TV-MA,"British TV Shows, International TV Shows, Romantic TV Shows"
s6462,Movie,Chhota Bheem Aur Kaala Yodha,,"May 10, 2019",2018,TV-Y7,Movies
s6463,Movie,Chhota Bheem Ka Romani Adventure,,"May 10, 2019",2018,TV-Y7,Children & Family Movies
s6464,Movie,Chhota Bheem Ka Troll Se Takkar,,"May 10, 2019",2018,TV-Y7,Movies
s6465,Movie,Chhota Bheem Kungfu Dhamaka,India,"August 15, 2019",2019,TV-Y7,Children & Family Movies
s6466,Movie,Chicken Kokkachi,India,"July 1, 2018",2017,TV-14,"Comedies, International Movies"
s6467,Movie,Chicken Little,United States,"March 16, 2016",2005,G,"Children & Family Movies, Comedies"
s6468,Movie,Chief Daddy,Nigeria,"March 15, 2019",2018,TV-MA,"Comedies, Dramas, International Movies"
s6469,Movie,Child's Play,United States,"December 31, 2019",1988,R,"Cult Movies, Horror Movies"
s6470,TV Show,Chill with Bob Ross,,"December 1, 2016",1994,TV-G,TV Shows
s6471,Movie,China Salesman,China,"September 24, 2018",2017,TV-MA,"Action & Adventure, International Movies"
s6472,Movie,Chingo Bling: They Can't Deport Us All,,"June 1, 2017",2017,TV-MA,Stand-Up Comedy
s6473,Movie,Chittagong,"United States, India, Bangladesh","January 1, 2018",2012,NR,"Dramas, Independent Movies, International Movies"
s6474,Movie,Chitty Chitty Bang Bang,"United Kingdom, United States","January 1, 2020",1968,G,"Children & Family Movies, Classic Movies, Comedies"
s6475,Movie,Chloe,"United States, Canada, France","January 1, 2020",2009,R,"Independent Movies, Thrillers"
s6476,Movie,Chris Brown: Welcome to My Life,United States,"October 7, 2017",2017,TV-MA,"Documentaries, Music & Musicals"
s6477,Movie,Christian Mingle,United States,"June 6, 2019",2014,PG,"Comedies, Faith & Spirituality, Romantic Movies"
s6478,TV Show,Christiane Amanpour: Sex & Love Around the World,United States,"September 30, 2018",2018,TV-MA,Docuseries
s6479,Movie,Christmas Crush,"Canada, United States","November 4, 2019",2012,TV-PG,"Comedies, Romantic Movies"
s6480,Movie,Christmas in the Smokies,United States,"March 1, 2019",2015,TV-G,"Children & Family Movies, Dramas, Romantic Movies"
s6481,Movie,Christmas with the Kranks,United States,"January 1, 2019",2004,PG,"Children & Family Movies, Comedies"
s6482,Movie,Christopher Robin,United States,"March 5, 2019",2018,PG,"Children & Family Movies, Comedies, Dramas"
s6483,Movie,Chronicle of an Escape,Argentina,"June 15, 2018",2006,R,"Dramas, International Movies, Thrillers"
s6484,TV Show,Chuck Chicken,Malaysia,"November 15, 2017",2017,TV-Y7,Kids' TV
s6485,Movie,Chupan Chupai,Pakistan,"January 15, 2019",2017,TV-14,"Comedies, International Movies"
s6486,Movie,Chupke Chupke,India,"December 31, 2019",1975,TV-PG,"Classic Movies, Comedies, International Movies"
s6487,Movie,Cirque du Freak: The Vampire's Assistant,United States,"April 16, 2018",2009,PG-13,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
s6488,TV Show,City in the Sky,United Kingdom,"October 1, 2017",2016,TV-PG,"British TV Shows, Docuseries, Science & Nature TV"
s6489,Movie,City of God,"Brazil, France, Germany","January 1, 2020",2002,R,"Dramas, Independent Movies, International Movies"
s6490,Movie,City of Tiny Lights,United Kingdom,"July 21, 2017",2016,TV-MA,"Dramas, International Movies, Thrillers"
s6491,TV Show,Civilizations,United Kingdom,"October 1, 2018",2018,TV-14,"British TV Shows, Docuseries"
s6492,Movie,Clarence Clemons: Who Do I Think I Am?,United States,"November 14, 2019",2019,TV-MA,"Documentaries, Music & Musicals"
s6493,Movie,Clash of the Titans,"United States, United Kingdom, Australia","August 1, 2019",2010,PG-13,"Action & Adventure, Sci-Fi & Fantasy"
s6494,Movie,Class of '61,United States,"April 1, 2018",1993,TV-PG,Dramas
s6495,Movie,Class Rank,United States,"September 18, 2018",2018,TV-MA,Comedies
s6496,TV Show,Classic Legends,India,"May 15, 2017",2012,TV-PG,"Docuseries, International TV Shows"
s6497,Movie,Cleopatra Jones,United States,"November 1, 2019",1973,PG,"Action & Adventure, Classic Movies"
s6498,Movie,Click,United States,"January 1, 2020",2006,PG-13,"Comedies, Sci-Fi & Fantasy"
s6499,TV Show,Click for Murder,United Kingdom,"September 17, 2017",2017,TV-14,"British TV Shows, Crime TV Shows, Docuseries"
s6500,Movie,Clive Davis: The Soundtrack of Our Lives,United States,"September 17, 2019",2017,TV-MA,"Documentaries, Music & Musicals"
s6501,Movie,Closed Circuit,"United Kingdom, United States","October 16, 2017",2013,R,"Dramas, Thrillers"
s6502,Movie,Cloud Atlas,"Germany, United States, Hong Kong, Singapore","August 1, 2017",2012,R,"Action & Adventure, Cult Movies, Dramas"
s6503,Movie,Clouds of Sils Maria,"France, Germany, Switzerland","February 12, 2017",2014,R,"Dramas, International Movies"
s6504,Movie,Cloverfield,United States,"January 1, 2020",2008,PG-13,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
s6505,TV Show,Club Friday The Series 6,,"March 9, 2019",2015,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas"
s6506,TV Show,Club Friday The Series 7,,"June 18, 2018",2016,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas"
s6507,TV Show,Club Friday The Series 8,,"February 2, 2019",2017,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies"
s6508,TV Show,Club Friday To Be Continued - Friend & Enemy,,"April 20, 2018",2016,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas"
s6509,TV Show,Club Friday To Be Continued - My Beautiful Tomboy,,"April 13, 2018",2016,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies"
s6510,TV Show,Club Friday To Be Continued - The Promise,,"April 20, 2018",2016,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas"
s6511,Movie,Coach Carter,"United States, Germany","January 1, 2020",2005,PG-13,"Dramas, Sports Movies"
s6512,Movie,Code Name: The Cleaner,United States,"November 1, 2019",2007,PG-13,"Action & Adventure, Comedies"
s6513,Movie,Coffee with D,India,"November 1, 2017",2017,TV-PG,"Comedies, Independent Movies, International Movies"
s6514,TV Show,Cold Case Files,United States,"September 15, 2019",2017,TV-14,"Crime TV Shows, Docuseries"
s6515,TV Show,Cold Case Files Classic,United States,"September 15, 2020",1999,TV-MA,"Crime TV Shows, Docuseries"
s6516,Movie,Colkatay Columbus,India,"March 30, 2017",2016,TV-14,"Comedies, Dramas, Independent Movies"
s6517,Movie,Colonia,"Germany, France, Luxembourg, United Kingdom, United States","July 14, 2018",2015,R,"Dramas, Independent Movies, International Movies"
s6518,Movie,Colours of Passion,India,"May 25, 2018",2008,TV-14,"Dramas, International Movies"
s6519,Movie,Come and Find Me,"Canada, United States, United Kingdom","September 18, 2019",2016,R,"Dramas, Thrillers"
s6520,TV Show,Comedy Bang! Bang!,United States," December 28, 2016",2016,TV-14,"Stand-Up Comedy & Talk Shows, TV Comedies"
s6521,TV Show,Comedy High School,,"July 1, 2018",2018,TV-14,"International TV Shows, TV Comedies"
s6522,Movie,Command and Control,United States,"May 15, 2017",2017,TV-PG,Documentaries
s6523,Movie,Company,India,"March 1, 2018",2002,TV-MA,"Action & Adventure, Dramas, International Movies"
s6524,Movie,Compulsion,"United Kingdom, Canada, Italy","October 4, 2018",2016,TV-MA,"Dramas, Thrillers"
s6525,TV Show,Conan Without Borders,United States,"December 31, 2018",2018,TV-14,"Docuseries, TV Comedies"
s6526,Movie,Concrete Football,"Czech Republic, France","September 1, 2017",2016,TV-MA,"Documentaries, International Movies, Sports Movies"
s6527,Movie,Concussion,United States,"August 2, 2018",2013,R,"Dramas, Independent Movies, LGBTQ Movies"
s6528,Movie,Conjuring Spirit,Vietnam,"August 28, 2018",2014,TV-MA,"Horror Movies, International Movies, Thrillers"
s6529,Movie,Conor McGregor: Notorious,Ireland,"March 21, 2018",2017,R,"Documentaries, Sports Movies"
s6530,Movie,Consequences ,Turkey,"October 25, 2019",2014,TV-MA,"Dramas, International Movies, Thrillers"
s6531,Movie,Contract,India,"March 2, 2019",2008,TV-14,"Action & Adventure, Dramas, Independent Movies"
s6532,Movie,Convict,,"June 13, 2019",2014,TV-14,"Dramas, International Movies"
s6533,TV Show,Cooking on High,United States,"June 22, 2018",2018,TV-MA,Reality TV
s6534,Movie,Cool Hand Luke,United States,"January 1, 2021",1967,TV-14,"Classic Movies, Dramas"
s6535,Movie,Cop and a Half: New Recruit,Canada,"August 17, 2017",2017,PG,"Children & Family Movies, Comedies"
s6536,Movie,Cop Watchers,,"August 1, 2017",2016,TV-MA,"Documentaries, International Movies"
s6537,Movie,Coraline,United States,"March 16, 2017",2009,PG,Children & Family Movies
s6538,Movie,Counterfeiting in Suburbia,Canada,"July 1, 2018",2018,TV-14,"Dramas, Thrillers"
s6539,TV Show,Court Justice,Australia,"October 2, 2019",2017,TV-MA,"Crime TV Shows, Docuseries, International TV Shows"
s6540,Movie,Covered: Alive in Asia,United States,"March 31, 2016",2016,TV-G,"Documentaries, Faith & Spirituality, Music & Musicals"
s6541,Movie,Crash,"United States, Germany","October 1, 2019",2004,R,"Dramas, Independent Movies"
s6542,Movie,CRD,India,"April 29, 2019",2016,TV-MA,"Comedies, Dramas, Independent Movies"
s6543,TV Show,Crime Time,France,"January 31, 2019",2017,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure"
s6544,Movie,"Crouching Tiger, Hidden Dragon","Taiwan, Hong Kong, United States, China","March 1, 2019",2000,PG-13,"Action & Adventure, International Movies, Romantic Movies"
s6545,Movie,Cult of Chucky,United States,"October 3, 2017",2017,R,Horror Movies
s6546,Movie,Cutie and the Boxer,United States,"June 14, 2018",2013,R,Documentaries
s6547,Movie,Daagdi Chaawl,India,"February 15, 2018",2015,TV-14,"Action & Adventure, Dramas, International Movies"
s6548,Movie,Dabbe 6: The Return,Turkey,"April 17, 2019",2015,TV-MA,"Horror Movies, International Movies"
s6549,Movie,Dad,United States,"April 1, 2018",1989,PG,Dramas
s6550,TV Show,Dad's Army,United Kingdom," March 31, 2018",1977,TV-PG,"British TV Shows, Classic & Cult TV, TV Comedies"
s6551,Movie,Daddy Day Care,United States,"January 1, 2019",2003,PG,"Children & Family Movies, Comedies"
s6552,Movie,Daddy Issues,United States,"September 20, 2019",2019,TV-MA,"Dramas, Independent Movies, LGBTQ Movies"
s6553,Movie,Daemonium,Argentina,"December 20, 2016",2015,NR,"Action & Adventure, Horror Movies, International Movies"
s6554,Movie,Daffedar,India,"July 1, 2018",2017,TV-14,"Dramas, International Movies"
s6555,Movie,Dagh Ujala,"United States, India","April 1, 2018",2015,TV-MA,"Dramas, Independent Movies, International Movies"
s6556,Movie,Dallas Buyers Club,United States,"January 16, 2018",2013,R,"Dramas, Independent Movies, LGBTQ Movies"
s6557,TV Show,Dance Academy,Australia,"December 20, 2017",2013,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas"
s6558,Movie,Dance Academy: The Comeback,"Germany, Australia","July 2, 2018",2017,TV-PG,"Dramas, International Movies"
s6559,Movie,Dancing Quietly,Germany,"April 1, 2017",2016,TV-MA,"Dramas, Independent Movies, International Movies"
s6560,TV Show,Dandy,Mexico,"March 31, 2018",2016,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s6561,TV Show,Dangerous Roads,United Kingdom," February 1, 2019",2012,TV-MA,"British TV Shows, Docuseries"
s6562,Movie,Danny Says,United States,"March 2, 2017",2015,TV-MA,"Documentaries, Music & Musicals"
s6563,Movie,Dante's Peak,United States,"September 1, 2019",1997,PG-13,Action & Adventure
s6564,Movie,Dare to Be Wild,Ireland,"April 1, 2018",2015,TV-PG,"Dramas, Independent Movies, Romantic Movies"
s6565,Movie,Dark Chocolate (Bengali Version),India,"December 15, 2017",2016,TV-MA,"Dramas, International Movies, Thrillers"
s6566,Movie,Dark Crimes,"United Kingdom, Poland, United States","October 15, 2019",2016,R,"Dramas, Thrillers"
